,participant_id,vibration,elbow_end_deg,error,move_times,baseline_elbow_end_deg,baseline_error,baseline_move_times,elbow_end_deg_diff,error_diff,move_times_diff
32,9,No Vibration,8.841036907162168,8.451199439858993,0.1926265228081064,8.841036907162168,8.451199439858993,0.1926265228081064,0.0,0.0,0.0
33,9,Dual,8.211609352062357,8.09724561315877,0.19804200358088578,8.841036907162168,8.451199439858993,0.1926265228081064,-0.6294275550998112,-0.3539538267002236,0.005415480772779369
34,9,Triceps,8.599582475044421,8.294665581029948,0.16481112298520412,8.841036907162168,8.451199439858993,0.1926265228081064,-0.24145443211774698,-0.1565338588290448,-0.027815399822902293
35,9,Biceps,9.022790551999131,8.501120184516118,0.19801552782099419,8.841036907162168,8.451199439858993,0.1926265228081064,0.181753644836963,0.04992074465712548,0.0053890050128877764
36,10,No Vibration,2.5673964311256583,2.3374403890117024,0.1317737113763979,2.5673964311256583,2.3374403890117024,0.1317737113763979,0.0,0.0,0.0
37,10,Dual,2.908705844483303,2.6309776895464214,0.16103210863529685,2.5673964311256583,2.3374403890117024,0.1317737113763979,0.34130941335764486,0.29353730053471905,0.02925839725889895
38,10,Triceps,3.5129790210848513,3.284418112530563,0.13079120710234698,2.5673964311256583,2.3374403890117024,0.1317737113763979,0.945582589959193,0.9469777235188608,-0.000982504274050916
39,10,Biceps,3.303280772176545,2.6179471842218516,0.1758824553370564,2.5673964311256583,2.3374403890117024,0.1317737113763979,0.7358843410508866,0.2805067952101492,0.0441087439606585
40,11,No Vibration,3.7542642320020643,3.7847335302517124,0.10754776167447197,3.7542642320020643,3.7847335302517124,0.10754776167447197,0.0,0.0,0.0
41,11,Dual,5.189606819590661,4.789208758332705,0.13887452572062134,3.7542642320020643,3.7847335302517124,0.10754776167447197,1.4353425875885963,1.004475228080993,0.03132676404614937
42,11,Triceps,3.672211522316027,3.246386455921682,0.15353621234160725,3.7542642320020643,3.7847335302517124,0.10754776167447197,-0.08205270968603706,-0.5383470743300305,0.04598845066713528
43,11,Biceps,4.353467412959109,4.484951868884868,0.12148529019893954,3.7542642320020643,3.7847335302517124,0.10754776167447197,0.5992031809570446,0.7002183386331553,0.013937528524467571
44,12,No Vibration,3.017005942772868,2.6044537342309564,0.1484631082219718,3.017005942772868,2.6044537342309564,0.1484631082219718,0.0,0.0,0.0
45,12,Dual,2.7683314097085794,2.389242956852457,0.1799115050045441,3.017005942772868,2.6044537342309564,0.1484631082219718,-0.24867453306428855,-0.21521077737849925,0.031448396782572274
46,12,Triceps,3.0198562343267583,2.502381814409551,0.14888774783428488,3.017005942772868,2.6044537342309564,0.1484631082219718,0.002850291553890383,-0.10207191982140529,0.0004246396123130658
47,12,Biceps,3.9893518832675894,3.1102191785319335,0.17469294992389495,3.017005942772868,2.6044537342309564,0.1484631082219718,0.9723459404947215,0.5057654443009771,0.026229841701923134
48,13,No Vibration,5.170687410576123,4.990946449177353,0.14287960924256185,5.170687410576123,4.990946449177353,0.14287960924256185,0.0,0.0,0.0
49,13,Dual,4.585074630124996,4.54078514282797,0.17523670685252768,5.170687410576123,4.990946449177353,0.14287960924256185,-0.5856127804511271,-0.4501613063493828,0.03235709760996583
50,13,Triceps,3.9273496979453753,4.1391776364983786,0.10859115748022379,5.170687410576123,4.990946449177353,0.14287960924256185,-1.243337712630748,-0.8517688126789746,-0.034288451762338065
51,13,Biceps,4.6467616112278165,4.159358950042137,0.13374753466561584,5.170687410576123,4.990946449177353,0.14287960924256185,-0.5239257993483069,-0.8315874991352166,-0.009132074576946009
52,14,No Vibration,4.867185018248757,4.369406556688352,0.14580548588058184,4.867185018248757,4.369406556688352,0.14580548588058184,0.0,0.0,0.0
53,14,Dual,4.7923240675032295,4.467409131499727,0.12666123018586317,4.867185018248757,4.369406556688352,0.14580548588058184,-0.07486095074552779,0.09800257481137464,-0.01914425569471867
54,14,Triceps,5.516010177974983,4.997724898896353,0.10502603883018753,4.867185018248757,4.369406556688352,0.14580548588058184,0.6488251597262256,0.6283183422080008,-0.04077944705039431
55,14,Biceps,4.886817677814487,4.644462744502948,0.15981768322261378,4.867185018248757,4.369406556688352,0.14580548588058184,0.019632659565729682,0.27505618781459606,0.014012197342031935
56,15,No Vibration,3.5701715122370308,3.3405264170816493,0.17511904371086956,3.5701715122370308,3.3405264170816493,0.17511904371086956,0.0,0.0,0.0
57,15,Dual,3.58200198802746,3.43936458682712,0.14715314390505768,3.5701715122370308,3.3405264170816493,0.17511904371086956,0.011830475790429062,0.09883816974547077,-0.027965899805811878
58,15,Triceps,4.401481825952948,3.703797606389265,0.21549929336235227,3.5701715122370308,3.3405264170816493,0.17511904371086956,0.8313103137159175,0.3632711893076155,0.04038024965148271
59,15,Biceps,3.4999393748643195,2.9998162341057135,0.2108419588292184,3.5701715122370308,3.3405264170816493,0.17511904371086956,-0.07023213737271128,-0.3407101829759358,0.03572291511834885
